   5.7842748e-01   8.3084484e-01   0.0000000e+00   7.5080155e-02   6.2683908e-01   1.1649535e+00   1.3242578e-01
   1.3242578e-01   5.7842748e-01   8.3084484e-01   3.5160690e-01   7.5080155e-02   6.2683908e-01   2.6406383e-01
   2.6406383e-01   1.3242578e-01   5.7842748e-01  -6.9651254e-01   3.5160690e-01   7.5080155e-02  -4.5633192e-01
  -4.5633192e-01   2.6406383e-01   1.3242578e-01   1.6961425e+00  -6.9651254e-01   3.5160690e-01   1.1336555e+00
   1.1336555e+00  -4.5633192e-01   2.6406383e-01   5.9059778e-02   1.6961425e+00  -6.9651254e-01   2.2861657e-01
   2.2861657e-01   1.1336555e+00  -4.5633192e-01   1.7970718e+00   5.9059778e-02   1.6961425e+00   1.3000126e+00
   1.3000126e+00   2.2861657e-01   1.1336555e+00   2.6406853e-01   1.7970718e+00   5.9059778e-02   3.9200133e-01
   3.9200133e-01   1.3000126e+00   2.2861657e-01   8.7167329e-01   2.6406853e-01   1.7970718e+00   6.6413926e-01
   6.6413926e-01   3.9200133e-01   1.3000126e+00  -1.4461715e+00   8.7167329e-01   2.6406853e-01  -9.3060527e-01
  -9.3060527e-01   6.6413926e-01   3.9200133e-01  -7.0116535e-01  -1.4461715e+00   8.7167329e-01  -6.5689706e-01
  -6.5689706e-01  -9.3060527e-01   6.6413926e-01   1.2459821e+00  -7.0116535e-01  -1.4461715e+00   7.9971645e-01
   7.9971645e-01  -6.5689706e-01  -9.3060527e-01  -6.3897700e-01   1.2459821e+00  -7.0116535e-01  -3.2065955e-01
  -3.2065955e-01   7.9971645e-01  -6.5689706e-01   5.7735022e-01  -6.3897700e-01   1.2459821e+00   3.4820011e-01
   3.4820011e-01  -3.2065955e-01   7.9971645e-01  -3.6002963e-01   5.7735022e-01  -6.3897700e-01  -1.9571991e-01
  -1.9571991e-01   3.4820011e-01  -3.2065955e-01  -1.3557629e-01  -3.6002963e-01   5.7735022e-01  -1.3344532e-01
  -1.3344532e-01  -1.9571991e-01   3.4820011e-01  -1.3493385e+00  -1.3557629e-01  -3.6002963e-01  -9.7996802e-01
  -9.7996802e-01  -1.3344532e-01  -1.9571991e-01  -1.2704499e+00  -1.3493385e+00  -1.3557629e-01  -1.0593190e+00
  -1.0593190e+00  -9.7996802e-01  -1.3344532e-01   9.8457027e-01  -1.2704499e+00  -1.3493385e+00   5.4938915e-01
   5.4938915e-01  -1.0593190e+00  -9.7996802e-01  -4.4880614e-02   9.8457027e-01  -1.2704499e+00   6.9589318e-02
   6.9589318e-02   5.4938915e-01  -1.0593190e+00  -7.9894452e-01  -4.4880614e-02   9.8457027e-01  -5.6842364e-01
  -5.6842364e-01   6.9589318e-02   5.4938915e-01  -7.6517243e-01  -7.9894452e-01  -4.4880614e-02  -6.3578989e-01
  -6.3578989e-01  -5.6842364e-01   6.9589318e-02   8.6173490e-01  -7.6517243e-01  -7.9894452e-01   5.2268359e-01
   5.2268359e-01  -6.3578989e-01  -5.6842364e-01  -5.6225124e-02   8.6173490e-01  -7.6517243e-01   5.1401682e-02
   5.1401682e-02   5.2268359e-01  -6.3578989e-01   5.1347817e-01  -5.6225124e-02   8.6173490e-01   3.6564403e-01
   3.6564403e-01   5.1401682e-02   5.2268359e-01   3.9668087e-01   5.1347817e-01  -5.6225124e-02   3.4072171e-01
   3.4072171e-01   3.6564403e-01   5.1401682e-02   7.5621897e-01   3.9668087e-01   5.1347817e-01   5.8767025e-01
   5.8767025e-01   3.4072171e-01   3.6564403e-01   4.0048602e-01   7.5621897e-01   3.9668087e-01   3.7387704e-01
   3.7387704e-01   5.8767025e-01   3.4072171e-01  -1.3413807e+00   4.0048602e-01   7.5621897e-01  -9.0604234e-01
  -9.0604234e-01   3.7387704e-01   5.8767025e-01   3.7504102e-01  -1.3413807e+00   4.0048602e-01   1.1931522e-01
   1.1931522e-01  -9.0604234e-01   3.7387704e-01   1.1251618e+00   3.7504102e-01  -1.3413807e+00   8.3547873e-01
   8.3547873e-01   1.1931522e-01  -9.0604234e-01   7.2864159e-01   1.1251618e+00   3.7504102e-01   6.4870228e-01
   6.4870228e-01   8.3547873e-01   1.1931522e-01  -2.3774543e+00   7.2864159e-01   1.1251618e+00  -1.6054048e+00
  -1.6054048e+00   6.4870228e-01   8.3547873e-01  -2.7378242e-01  -2.3774543e+00   7.2864159e-01  -4.5781671e-01
  -4.5781671e-01  -1.6054048e+00   6.4870228e-01  -3.2293992e-01  -2.7378242e-01  -2.3774543e+00  -2.7763419e-01
  -2.7763419e-01  -4.5781671e-01  -1.6054048e+00   3.1798792e-01  -3.2293992e-01  -2.7378242e-01   1.8759446e-01
   1.8759446e-01  -2.7763419e-01  -4.5781671e-01  -5.1117221e-01   3.1798792e-01  -3.2293992e-01  -3.3111441e-01
  -3.3111441e-01   1.8759446e-01  -2.7763419e-01  -2.0413453e-03  -5.1117221e-01   3.1798792e-01  -5.6982659e-02
  -5.6982659e-02  -3.3111441e-01   1.8759446e-01   1.6065110e+00  -2.0413453e-03  -5.1117221e-01   1.1420495e+00
   1.1420495e+00  -5.6982659e-02  -3.3111441e-01   8.4764863e-01   1.6065110e+00  -2.0413453e-03   7.8550574e-01
